movie_id,title,genre,experience_type,year,rating_percent,popularity_score,age_limit,tags,synopsis,director,cast,keywords,combined_features
36,Soul,Animation|Fantasy|Comedy,emotional,2020,89,0.7,0,family-safe,A middle-school music teacher's passion for jazz leads him on an extraordinary journey to discover what it means to have a soul.,"Pete Docter, Kemp Powers","Jamie Foxx, Tina Fey, Graham Norton","jazz, soul, meaning of life, passion, afterlife",animation fantasy comedy animation fantasy comedy animation fantasy comedy emotional emotional petedocter kemppowers petedocter kemppowers petedocter kemppowers petedocter kemppowers jamiefoxx tinafey grahamnorton jamiefoxx tinafey grahamnorton jazz soul meaning life passion afterlife middleschool music teachers passion jazz leads extraordinary journey discover means soul middleschool music teachers passion jazz leads extraordinary journey discover means soul mattaspbury ianmegibben mattaspbury ianmegibben trentreznor atticusross jonbatiste trentreznor atticusross jonbatiste petedocter mikejones kemppowers petedocter mikejones kemppowers familysafe 2020s good highlyrated popular known familyfriendly allages kidssafe disney
37,Goodfellas,Crime|Drama,intense,1990,87,0.9,18,cult,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners.",Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci","mafia, gangster, true story, crime, rise and fall",crime drama crime drama crime drama intense intense martinscorsese martinscorsese martinscorsese martinscorsese robertdeniro rayliotta joepesci robertdeniro rayliotta joepesci mafia gangster true story crime rise fall story henry hill life mob covering relationship wife karen hill mob partners story henry hill life mob covering relationship wife karen hill mob partners michaelballhaus michaelballhaus nicholaspileggi martinscorsese nicholaspileggi martinscorsese cult 1990s good highlyrated blockbuster mainstream popular trending mature adultcontent rrated hbomax primevideo
38,The Princess Bride,Adventure|Comedy|Fantasy,fun,1987,84,0.8,0,cult|family-safe,"A farmhand-turned-pirate encounters numerous obstacles, enemies, and allies in his quest to be reunited with his true love.",Rob Reiner,"Cary Elwes, Robin Wright, Mandy Patinkin","fairy tale, true love, sword fighting, comedy, rescue",adventure comedy fantasy adventure comedy fantasy adventure comedy fantasy fun fun robreiner robreiner robreiner robreiner caryelwes robinwright mandypatinkin caryelwes robinwright mandypatinkin fairy tale true love sword fighting comedy rescue farmhandturnedpirate encounters numerous obstacles enemies allies quest reunited true love farmhandturnedpirate encounters numerous obstacles enemies allies quest reunited true love adrianbiddle adrianbiddle markknopfler markknopfler williamgoldman williamgoldman cult familysafe 1980s good highlyrated popular known familyfriendly allages kidssafe disney primevideo
39,A Quiet Place,Horror|Thriller,intense,2018,80,0.7,16,underrated,"A family is forced to live in silence while hiding from creatures that hunt by sound, finding new ways to survive in a post-apocalyptic world.",John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds","silence, creatures, survival, family, horror",horror thriller horror thriller horror thriller intense intense johnkrasinski johnkrasinski johnkrasinski johnkrasinski emilyblunt johnkrasinski millicentsimmonds emilyblunt johnkrasinski millicentsimmonds silence creatures survival family horror family forced live silence hiding creatures hunt sound finding new ways survive postapocalyptic world family forced live silence hiding creatures hunt sound finding new ways survive postapocalyptic world charlottebruuschristensen charlottebruuschristensen marcobeltrami marcobeltrami bryanwoods scottbeck johnkrasinski bryanwoods scottbeck johnkrasinski underrated 2010s good highlyrated popular known teenplus paramount primevideo
40,The Lion King,Animation|Adventure|Family,emotional,1994,88,0.9,0,cult|family-safe,"A young lion prince flees his kingdom after the murder of his father, only to learn the true meaning of responsibility and bravery.","Roger Allers, Rob Minkoff","Matthew Broderick, James Earl Jones, Jeremy Irons","lion, africa, kingdom, destiny, coming of age",animation adventure family animation adventure family animation adventure family emotional emotional rogerallers robminkoff rogerallers robminkoff rogerallers robminkoff rogerallers robminkoff matthewbroderick jamesearljones jeremyirons matthewbroderick jamesearljones jeremyirons lion africa kingdom destiny coming age young lion prince flees kingdom murder father learn true meaning responsibility bravery young lion prince flees kingdom murder father learn true meaning responsibility bravery hanszimmer eltonjohn hanszimmer eltonjohn irenemecchi jonathanroberts lindawoolverton irenemecchi jonathanroberts lindawoolverton cult familysafe 1990s good highlyrated blockbuster mainstream popular trending familyfriendly allages kidssafe disney
41,Dune,Sci-Fi|Adventure,intense,2021,83,0.95,13,cult,"Paul Atreides, a brilliant and gifted young man, must travel to the most dangerous planet in the universe to ensure the future of his family and his people.",Denis Villeneuve,"Timothée Chalamet, Rebecca Ferguson, Oscar Isaac","desert, spice, empire, prophecy, political",scifi adventure scifi adventure scifi adventure intense intense denisvilleneuve denisvilleneuve denisvilleneuve denisvilleneuve timothéechalamet rebeccaferguson oscarisaac timothéechalamet rebeccaferguson oscarisaac desert spice empire prophecy political paul atreides brilliant gifted young man must travel dangerous planet universe ensure future family people paul atreides brilliant gifted young man must travel dangerous planet universe ensure future family people greigfraser greigfraser hanszimmer hanszimmer jonspaihts denisvilleneuve ericroth jonspaihts denisvilleneuve ericroth cult 2020s good highlyrated blockbuster mainstream popular trending generalaudience hbomax primevideo
42,Everything Everywhere All at Once,Sci-Fi|Comedy|Action,fun,2022,89,0.9,16,cult|underrated,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save the world by exploring other universes.","Daniel Kwan, Daniel Scheinert","Michelle Yeoh, Stephanie Hsu, Ke Huy Quan","multiverse, family, martial arts, surreal, absurd",scifi comedy action scifi comedy action scifi comedy action fun fun danielkwan danielscheinert danielkwan danielscheinert danielkwan danielscheinert danielkwan danielscheinert michelleyeoh stephaniehsu kehuyquan michelleyeoh stephaniehsu kehuyquan multiverse family martial arts surreal absurd aging chinese immigrant swept insane adventure alone save world exploring universes aging chinese immigrant swept insane adventure alone save world exploring universes larkinseiple larkinseiple sonlux sonlux danielkwan danielscheinert danielkwan danielscheinert cult underrated 2020s good highlyrated blockbuster mainstream popular trending teenplus primevideo
43,The Batman,Action|Crime|Drama,intense,2022,85,0.88,13,,"When a sadistic serial killer begins murdering key political figures, Batman is forced to investigate the city's hidden corruption.",Matt Reeves,"Robert Pattinson, Zoë Kravitz, Paul Dano","batman, detective, gothic, riddler, corruption, noir",action crime drama action crime drama action crime drama intense intense mattreeves mattreeves mattreeves mattreeves robertpattinson zoëkravitz pauldano robertpattinson zoëkravitz pauldano batman detective gothic riddler corruption noir sadistic serial killer begins murdering key political figures batman forced investigate citys hidden corruption sadistic serial killer begins murdering key political figures batman forced investigate citys hidden corruption greigfraser greigfraser michaelgiacchino michaelgiacchino mattreeves petercraig mattreeves petercraig 2020s good highlyrated popular known generalaudience hbomax
44,Top Gun: Maverick,Action|Drama,fun,2022,88,0.92,13,,"After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission.",Joseph Kosinski,"Tom Cruise, Miles Teller, Jennifer Connelly","navy, fighter jet, pilot, legacy, aviation",action drama action drama action drama fun fun josephkosinski josephkosinski josephkosinski josephkosinski tomcruise milesteller jenniferconnelly tomcruise milesteller jenniferconnelly navy fighter jet pilot legacy aviation thirty years maverick still pushing envelope top naval aviator must confront ghosts past leads top guns elite graduates mission thirty years maverick still pushing envelope top naval aviator must confront ghosts past leads top guns elite graduates mission claudiomiranda claudiomiranda haroldfaltermeyer hanszimmer lornebalfe haroldfaltermeyer hanszimmer lornebalfe ehrenkruger ericwarrensinger christophermcquarrie ehrenkruger ericwarrensinger christophermcquarrie 2020s good highlyrated blockbuster mainstream popular trending generalaudience paramount primevideo
45,La La Land,Comedy|Drama|Romance,emotional,2016,80,0.82,13,,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",Damien Chazelle,"Ryan Gosling, Emma Stone, John Legend","musical, romance, jazz, dreams, hollywood",comedy drama romance comedy drama romance comedy drama romance emotional emotional damienchazelle damienchazelle damienchazelle damienchazelle ryangosling emmastone johnlegend ryangosling emmastone johnlegend musical romance jazz dreams hollywood navigating careers los angeles pianist actress fall love attempting reconcile aspirations future navigating careers los angeles pianist actress fall love attempting reconcile aspirations future linussandgren linussandgren justinhurwitz justinhurwitz damienchazelle damienchazelle 2010s good highlyrated popular known generalaudience netflix
46,Spider-Man: Into the Spider-Verse,Animation|Action|Adventure,fun,2018,84,0.88,0,family-safe|cult,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","Peter Ramsey, Robert Persichetti Jr., Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld","spider-man, multiverse, animation, superhero, style",animation action adventure animation action adventure animation action adventure fun fun peterramsey robertpersichettijr rodneyrothman peterramsey robertpersichettijr rodneyrothman peterramsey robertpersichettijr rodneyrothman peterramsey robertpersichettijr rodneyrothman shameikmoore jakejohnson haileesteinfeld shameikmoore jakejohnson haileesteinfeld spiderman multiverse animation superhero style teen miles morales becomes spiderman universe must join five spiderpowered individuals dimensions stop threat realities teen miles morales becomes spiderman universe must join five spiderpowered individuals dimensions stop threat realities danielpemberton danielpemberton phillord rodneyrothman phillord rodneyrothman familysafe cult 2010s good highlyrated popular known familyfriendly allages kidssafe primevideo
47,Knives Out,Comedy|Crime|Drama,fun,2019,79,0.81,13,,"A detective investigates the death of a patriarch of an eccentric, combative family.",Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas","murder mystery, whodunnit, family, inheritance, detective",comedy crime drama comedy crime drama comedy crime drama fun fun rianjohnson rianjohnson rianjohnson rianjohnson danielcraig chrisevans anadearmas danielcraig chrisevans anadearmas murder mystery whodunnit family inheritance detective detective investigates death patriarch eccentric combative family detective investigates death patriarch eccentric combative family steveyedlin steveyedlin nathanjohnson nathanjohnson rianjohnson rianjohnson 2010s average decent popular known generalaudience primevideo
48,Gladiator,Action|Adventure|Drama,intense,2000,85,0.84,16,cult,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen","roman empire, arena, revenge, honor, slavery",action adventure drama action adventure drama action adventure drama intense intense ridleyscott ridleyscott ridleyscott ridleyscott russellcrowe joaquinphoenix connienielsen russellcrowe joaquinphoenix connienielsen roman empire arena revenge honor slavery former roman general sets exact vengeance corrupt emperor murdered family sent into slavery former roman general sets exact vengeance corrupt emperor murdered family sent into slavery johnmathieson johnmathieson hanszimmer lisagerrard hanszimmer lisagerrard davidfranzoni johnlogan williamnicholson davidfranzoni johnlogan williamnicholson cult 2000s good highlyrated popular known teenplus netflix primevideo
49,Arrival,Drama|Sci-Fi,emotional,2016,79,0.77,13,underrated,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,Denis Villeneuve,"Amy Adams, Jeremy Renner, Forest Whitaker","aliens, linguistics, time, communication, sci-fi",drama scifi drama scifi drama scifi emotional emotional denisvilleneuve denisvilleneuve denisvilleneuve denisvilleneuve amyadams jeremyrenner forestwhitaker amyadams jeremyrenner forestwhitaker aliens linguistics time communication scifi linguist works military communicate alien lifeforms twelve mysterious spacecraft appear around world linguist works military communicate alien lifeforms twelve mysterious spacecraft appear around world bradfordyoung bradfordyoung jóhannjóhannsson jóhannjóhannsson ericheisserer ericheisserer underrated 2010s average decent popular known generalaudience netflix paramount
50,Ex Machina,Drama|Sci-Fi|Thriller,intense,2014,77,0.75,16,underrated,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,Alex Garland,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac","artificial intelligence, turing test, robot, consciousness, isolation",drama scifi thriller drama scifi thriller drama scifi thriller intense intense alexgarland alexgarland alexgarland alexgarland domhnallgleeson aliciavikander oscarisaac domhnallgleeson aliciavikander oscarisaac artificial intelligence turing test robot consciousness isolation young programmer selected participate groundbreaking experiment synthetic intelligence evaluating human qualities highly advanced humanoid ai young programmer selected participate groundbreaking experiment synthetic intelligence evaluating human qualities highly advanced humanoid ai robhardy robhardy geoffbarrow bensalisbury geoffbarrow bensalisbury alexgarland alexgarland underrated 2010s average decent popular known teenplus hbomax primevideo
51,Joker,Crime|Drama|Thriller,intense,2019,84,0.88,18,,"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime.",Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz","mental health, clown, social decay, origin story, gritty",crime drama thriller crime drama thriller crime drama thriller intense intense toddphillips toddphillips toddphillips toddphillips joaquinphoenix robertdeniro zaziebeetz joaquinphoenix robertdeniro zaziebeetz mental health clown social decay origin story gritty gotham city mentally troubled comedian arthur fleck disregarded mistreated society embarks downward spiral revolution bloody crime gotham city mentally troubled comedian arthur fleck disregarded mistreated society embarks downward spiral revolution bloody crime lawrencesher lawrencesher hildurguðnadóttir hildurguðnadóttir toddphillips scottsilver toddphillips scottsilver 2010s good highlyrated popular known mature adultcontent rrated hbomax primevideo
52,Kadaisi Ulaga Por,Action|Sci-Fi|Thriller,intense,2024,82,0.85,13,modern|dystopian,"Set in a dystopian future, a group of rebels fights against an oppressive regime in the last world war.",Hiphop Tamizha Adhi,"Hiphop Tamizha Adhi, Anagha, Natarajan Subramaniam","dystopia, war, futuristic, rebellion, chennai",action scifi thriller action scifi thriller action scifi thriller intense intense hiphoptamizhaadhi hiphoptamizhaadhi hiphoptamizhaadhi hiphoptamizhaadhi hiphoptamizhaadhi anagha natarajansubramaniam hiphoptamizhaadhi anagha natarajansubramaniam dystopia war futuristic rebellion chennai set dystopian future group rebels fights oppressive regime last world war set dystopian future group rebels fights oppressive regime last world war arjunraja arjunraja hiphoptamizha hiphoptamizha hiphoptamizhaadhi hiphoptamizhaadhi modern dystopian 2020s good highlyrated popular known generalaudience
53,Love Today,Comedy|Romance|Drama,fun,2022,85,0.92,13,modern|youth|hit,A young couple is forced to swap their smartphones for 24 hours to prove their loyalty to each other before getting married.,Pradeep Ranganathan,"Pradeep Ranganathan, Ivana, Sathyaraj, Yogi Babu","smartphone, trust, relationship, modern love, comedy",comedy romance drama comedy romance drama comedy romance drama fun fun pradeepranganathan pradeepranganathan pradeepranganathan pradeepranganathan pradeepranganathan ivana sathyaraj yogibabu pradeepranganathan ivana sathyaraj yogibabu smartphone trust relationship modern love comedy young couple forced swap smartphones 24 hours prove loyalty getting married young couple forced swap smartphones 24 hours prove loyalty getting married dineshpurushothaman dineshpurushothaman yuvanshankarraja yuvanshankarraja pradeepranganathan pradeepranganathan modern youth hit 2020s good highlyrated blockbuster mainstream popular trending generalaudience netflix
54,The Goat Life (Aadujeevitham),Adventure|Drama|Survival,emotional,2024,88,0.89,13,biopic|epic|survival,"Based on a true story, an Indian immigrant worker gets trapped in the deserts of Saudi Arabia as a goatherd.",Blessy,"Prithviraj Sukumaran, Amala Paul, Jimmy Jean-Louis","desert, survival, immigrant, struggle, goats",adventure drama survival adventure drama survival adventure drama survival emotional emotional blessy blessy blessy blessy prithvirajsukumaran amalapaul jimmyjeanlouis prithvirajsukumaran amalapaul jimmyjeanlouis desert survival immigrant struggle goats based true story indian immigrant worker gets trapped deserts saudi arabia goatherd based true story indian immigrant worker gets trapped deserts saudi arabia goatherd sunilks sunilks arrahman arrahman blessy blessy biopic epic survival 2020s good highlyrated popular known generalaudience netflix
55,Lubber Pandhu,Drama|Sports,fun,2024,84,0.82,0,modern|sports|rural,A lighthearted sports drama centered around street cricket and the rivalry between two skilled players.,Tamizharasan Pachamuthu,"Harish Kalyan, Attakathi Dinesh, Sanjana Krishnamoorthy","cricket, village, rivalry, rubber ball, friendship",drama sports drama sports drama sports fun fun tamizharasanpachamuthu tamizharasanpachamuthu tamizharasanpachamuthu tamizharasanpachamuthu harishkalyan attakathidinesh sanjanakrishnamoorthy harishkalyan attakathidinesh sanjanakrishnamoorthy cricket village rivalry rubber ball friendship lighthearted sports drama centered around street cricket rivalry two skilled players lighthearted sports drama centered around street cricket rivalry two skilled players dineshpurushothaman dineshpurushothaman seanroldan seanroldan tamizharasanpachamuthu tamizharasanpachamuthu modern sports rural 2020s good highlyrated popular known familyfriendly allages kidssafe primevideo
56,Garudan,Action|Drama|Thriller,intense,2024,80,0.84,13,modern|rural|action,A loyal henchman finds himself caught between his childhood friend and a righteous man in a web of betrayal.,R. S. Durai Senthilkumar,"Soori, M. Sasikumar, Unni Mukundan","loyalty, betrayal, rural, justice, temple",action drama thriller action drama thriller action drama thriller intense intense rsduraisenthilkumar rsduraisenthilkumar rsduraisenthilkumar rsduraisenthilkumar soori msasikumar unnimukundan soori msasikumar unnimukundan loyalty betrayal rural justice temple loyal henchman finds caught childhood friend righteous man web betrayal loyal henchman finds caught childhood friend righteous man web betrayal arthurawilson arthurawilson yuvanshankarraja yuvanshankarraja rsduraisenthilkumar vetrimaaran rsduraisenthilkumar vetrimaaran modern rural action 2020s good highlyrated popular known generalaudience primevideo
57,Vaagai Sooda Vaa,Drama|Period,emotional,2011,86,0.75,0,period|social|classic,"A young teacher goes to a remote village to educate children working in brick kilns, only to discover the harsh reality of their lives.",A. Sarkunam,"Vimal, Iniya, K. Bhagyaraj","teacher, village, poverty, education, brick kiln",drama period drama period drama period emotional emotional asarkunam asarkunam asarkunam asarkunam vimal iniya kbhagyaraj vimal iniya kbhagyaraj teacher village poverty education brick kiln young teacher goes remote village educate children working brick kilns discover harsh reality lives young teacher goes remote village educate children working brick kilns discover harsh reality lives omprakash omprakash mghibran mghibran asarkunam asarkunam period social classic 2010s good highlyrated popular known familyfriendly allages kidssafe primevideo
58,Aalavandhan,Action|Psychological|Thriller,intense,2001,81,0.8,18,cult|classic|dark,A special forces officer must stop his mentally unstable twin brother from murdering his fiancée.,Suresh Krissna,"Kamal Haasan, Raveena Tandon, Manisha Koirala","twins, psychological, hallucination, commando, prison break",action psychological thriller action psychological thriller action psychological thriller intense intense sureshkrissna sureshkrissna sureshkrissna sureshkrissna kamalhaasan raveenatandon manishakoirala kamalhaasan raveenatandon manishakoirala twins psychological hallucination commando prison break special forces officer must stop mentally unstable twin brother murdering fiancée special forces officer must stop mentally unstable twin brother murdering fiancée stirru stirru shankarehsaanloy shankarehsaanloy kamalhaasan kamalhaasan cult classic dark 2000s good highlyrated popular known mature adultcontent rrated primevideo
59,Virumaandi,Action|Drama,intense,2004,87,0.85,18,cult|classic|social,"A non-linear narrative exploring the lives of two prisoners and the events that led to their incarceration, questioning the death penalty.",Kamal Haasan,"Kamal Haasan, Abhirami, Pasupathy","non-linear, village, revenge, death penalty, jallikattu",action drama action drama action drama intense intense kamalhaasan kamalhaasan kamalhaasan kamalhaasan kamalhaasan abhirami pasupathy kamalhaasan abhirami pasupathy nonlinear village revenge death penalty jallikattu nonlinear narrative exploring lives two prisoners events led incarceration questioning death penalty nonlinear narrative exploring lives two prisoners events led incarceration questioning death penalty keshavprakash keshavprakash ilaiyaraaja ilaiyaraaja kamalhaasan kamalhaasan cult classic social 2000s good highlyrated popular known mature adultcontent rrated primevideo
60,Thuppakki,Action|Thriller,intense,2012,88,0.95,13,blockbuster|modern|army,An army captain on vacation in Mumbai intercepts a terrorist plot and sets out to dismantle the sleeper cells in the city.,A. R. Murugadoss,"Vijay, Kajal Aggarwal, Sathyan","army, sleeper cell, mumbai, terrorism, intelligence",action thriller action thriller action thriller intense intense armurugadoss armurugadoss armurugadoss armurugadoss vijay kajalaggarwal sathyan vijay kajalaggarwal sathyan army sleeper cell mumbai terrorism intelligence army captain vacation mumbai intercepts terrorist plot sets dismantle sleeper cells city army captain vacation mumbai intercepts terrorist plot sets dismantle sleeper cells city santoshsivan santoshsivan harrisjayaraj harrisjayaraj armurugadoss armurugadoss blockbuster modern army 2010s good highlyrated blockbuster mainstream popular trending generalaudience disneyhotstar
61,Aayirathil Oruvan,Action|Adventure|Fantasy,intense,2010,81,0.86,13,cult|classic|epic,"An archaeologist, a government official, and a porter embark on a journey to find a lost Chola prince and a sacred statue.",Selvaraghavan,"Karthi, Reema Sen, Andrea Jeremiah, Parthiban","archeology, chola, mystery, adventure, expedition",action adventure fantasy action adventure fantasy action adventure fantasy intense intense selvaraghavan selvaraghavan selvaraghavan selvaraghavan karthi reemasen andreajeremiah parthiban karthi reemasen andreajeremiah parthiban archeology chola mystery adventure expedition archaeologist government official porter embark journey find lost chola prince sacred statue archaeologist government official porter embark journey find lost chola prince sacred statue ramji ramji gvprakashkumar gvprakashkumar selvaraghavan selvaraghavan cult classic epic 2010s good highlyrated popular known generalaudience sunnxt
62,Aruvi,Drama|Social,emotional,2017,93,0.88,13,social|critically-acclaimed,A young woman who has been cast out by society and her family attempts to find meaning during an existential crisis while challenging consumerist norms.,Arun Prabu Purushothaman,"Aditi Balan, Anjali Varadhan, Lakshmi Gopalaswamy","existential, reality show, rebellion, consumerism, social satire",drama social drama social drama social emotional emotional arunprabupurushothaman arunprabupurushothaman arunprabupurushothaman arunprabupurushothaman aditibalan anjalivaradhan lakshmigopalaswamy aditibalan anjalivaradhan lakshmigopalaswamy existential reality show rebellion consumerism social satire young woman cast society family attempts find meaning existential crisis challenging consumerist norms young woman cast society family attempts find meaning existential crisis challenging consumerist norms shelleycalist shelleycalist bindhumalini vedanthbharadwaj bindhumalini vedanthbharadwaj arunprabupurushothaman arunprabupurushothaman social criticallyacclaimed 2010s excellent masterpiece highquality popular known generalaudience primevideo
63,Kaithi,Action|Thriller,intense,2019,85,0.94,13,modern|action|hit,An ex-convict on his way to meet his daughter for the first time is intercepted by a police officer to help save dozens of poisoned cops.,Lokesh Kanagaraj,"Karthi, Narain, Arjun Das","prison, police, drugs, father-daughter, night, lcu",action thriller action thriller action thriller intense intense lokeshkanagaraj lokeshkanagaraj lokeshkanagaraj lokeshkanagaraj karthi narain arjundas karthi narain arjundas prison police drugs fatherdaughter night lcu exconvict way meet daughter first time intercepted police officer help save dozens poisoned cops exconvict way meet daughter first time intercepted police officer help save dozens poisoned cops sathyansooryan sathyansooryan samcs samcs lokeshkanagaraj lokeshkanagaraj modern action hit 2010s good highlyrated blockbuster mainstream popular trending generalaudience netflix
64,Theeran Adhigaaram Ondru,Action|Crime|Thriller,intense,2017,82,0.89,18,realistic|crime|action,"Based on true events, an honest police officer investigates a series of brutal dacoity-murders and tracks down the gang responsible.",H. Vinoth,"Karthi, Rakul Preet Singh, Abhimanyu Singh","police, investigation, true story, dacoits, thriller",action crime thriller action crime thriller action crime thriller intense intense hvinoth hvinoth hvinoth hvinoth karthi rakulpreetsingh abhimanyusingh karthi rakulpreetsingh abhimanyusingh police investigation true story dacoits thriller based true events honest police officer investigates series brutal dacoitymurders tracks gang responsible based true events honest police officer investigates series brutal dacoitymurders tracks gang responsible sathyansooryan sathyansooryan ghibran ghibran hvinoth hvinoth realistic crime action 2010s good highlyrated popular known mature adultcontent rrated primevideo
65,Soorarai Pottru,Action|Drama|Biopic,emotional,2020,91,0.96,13,biopic|inspirational|hit,"The story of Maara, a young man from a remote village, who dreams of launching a low-cost airline and challenges the monopoly of the aviation industry.",Sudha Kongara,"Suriya, Aparna Balamurali, Paresh Rawal","aviation, airline, entrepreneur, dream, struggle, g.r. gopinath",action drama biopic action drama biopic action drama biopic emotional emotional sudhakongara sudhakongara sudhakongara sudhakongara suriya aparnabalamurali pareshrawal suriya aparnabalamurali pareshrawal aviation airline entrepreneur dream struggle gr gopinath story maara young man remote village dreams launching lowcost airline challenges monopoly aviation industry story maara young man remote village dreams launching lowcost airline challenges monopoly aviation industry nikethbommireddy nikethbommireddy gvprakashkumar gvprakashkumar sudhakongara sudhakongara biopic inspirational hit 2020s excellent masterpiece highquality blockbuster mainstream popular trending generalaudience primevideo
66,Jai Bhim,Crime|Drama|Legal,emotional,2021,93,0.97,18,justice|social|powerful,A brave lawyer fights for the rights of a tribal woman whose husband has been wrongly accused and killed in police custody.,T. J. Gnanavel,"Suriya, Lijomol Jose, Manikandan","human rights, legal, tribal, police brutality, justice",crime drama legal crime drama legal crime drama legal emotional emotional tjgnanavel tjgnanavel tjgnanavel tjgnanavel suriya lijomoljose manikandan suriya lijomoljose manikandan human rights legal tribal police brutality justice brave lawyer fights rights tribal woman whose husband wrongly accused killed police custody brave lawyer fights rights tribal woman whose husband wrongly accused killed police custody srkathir srkathir seanroldan seanroldan tjgnanavel tjgnanavel justice social powerful 2020s excellent masterpiece highquality blockbuster mainstream popular trending mature adultcontent rrated primevideo
67,Karnan,Action|Drama,intense,2021,88,0.9,18,social|action|modern,A young man fights for the rights and dignity of his marginalized village when they are mistreated by the police and local authorities.,Mari Selvaraj,"Dhanush, Rajisha Vijayan, Lal","caste, resistance, village, justice, police brutality",action drama action drama action drama intense intense mariselvaraj mariselvaraj mariselvaraj mariselvaraj dhanush rajishavijayan lal dhanush rajishavijayan lal caste resistance village justice police brutality young man fights rights dignity marginalized village mistreated police local authorities young man fights rights dignity marginalized village mistreated police local authorities thenieswar thenieswar santhoshnarayanan santhoshnarayanan mariselvaraj mariselvaraj social action modern 2020s good highlyrated blockbuster mainstream popular trending mature adultcontent rrated primevideo
68,Madras,Action|Drama|Political,intense,2014,84,0.85,13,political|urban|realistic,A political rivalry between two factions in North Chennai centers around a disputed wall in a local housing colony.,Pa. Ranjith,"Karthi, Catherine Tresa, Kalaiyarasan","north chennai, politics, wall, rivalry, urban life",action drama political action drama political action drama political intense intense paranjith paranjith paranjith paranjith karthi catherinetresa kalaiyarasan karthi catherinetresa kalaiyarasan north chennai politics wall rivalry urban life political rivalry two factions north chennai centers around disputed wall local housing colony political rivalry two factions north chennai centers around disputed wall local housing colony gmurali gmurali santhoshnarayanan santhoshnarayanan paranjith paranjith political urban realistic 2010s good highlyrated popular known generalaudience disneyhotstar
69,Kadaisi Vivasayi,Drama,emotional,2022,89,0.8,0,social|meaningful|artistic,An elderly farmer in a remote village remains the only one committed to agriculture as the rest of the community moves towards modernization.,M. Manikandan,"Nallandi, Vijay Sethupathi, Yogi Babu","agriculture, farmer, village, tradition, modernization",drama drama drama emotional emotional mmanikandan mmanikandan mmanikandan mmanikandan nallandi vijaysethupathi yogibabu nallandi vijaysethupathi yogibabu agriculture farmer village tradition modernization elderly farmer remote village remains one committed agriculture rest community moves towards modernization elderly farmer remote village remains one committed agriculture rest community moves towards modernization mmanikandan mmanikandan santhoshnarayanan richardharvey santhoshnarayanan richardharvey mmanikandan mmanikandan social meaningful artistic 2020s good highlyrated popular known familyfriendly allages kidssafe sonyliv
70,Merku Thodarchi Malai,Drama,emotional,2018,87,0.72,0,rural|artistic|underrated,The film explores the lives of landless laborers living on the foothills of the Western Ghats and their struggle for land ownership.,Lenin Bharathi,"Antony, Gayathri Krishna, Abu Valayakulam","western ghats, labor, rural life, land struggle, documentary-style",drama drama drama emotional emotional leninbharathi leninbharathi leninbharathi leninbharathi antony gayathrikrishna abuvalayakulam antony gayathrikrishna abuvalayakulam western ghats labor rural life land struggle documentarystyle film explores lives landless laborers living foothills western ghats struggle land ownership film explores lives landless laborers living foothills western ghats struggle land ownership thenieswar thenieswar ilaiyaraaja ilaiyaraaja leninbharathi leninbharathi rural artistic underrated 2010s good highlyrated popular known familyfriendly allages kidssafe netflix
71,7G Rainbow Colony,Drama|Romance,emotional,2004,84,0.88,18,cult|classic|romance,"A young man from a middle-class background falls head over heels for a girl who moves into his colony, leading to a journey of self-discovery.",Selvaraghavan,"Ravi Krishna, Sonia Agarwal, Suman Setty","middle class, colony, intense love, transformation",drama romance drama romance drama romance emotional emotional selvaraghavan selvaraghavan selvaraghavan selvaraghavan ravikrishna soniaagarwal sumansetty ravikrishna soniaagarwal sumansetty middle class colony intense love transformation young man middleclass background falls head heels girl moves into colony leading journey selfdiscovery young man middleclass background falls head heels girl moves into colony leading journey selfdiscovery aravindkrishna aravindkrishna yuvanshankarraja yuvanshankarraja selvaraghavan selvaraghavan cult classic romance 2000s good highlyrated popular known mature adultcontent rrated primevideo
